timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ,roll,pitch,yaw
1769253450188,-1.0078125,-0.049804688,0.078125,-9.94873,-6.3476562,-3.1738281,0.0,0.0,0.0,-18.347168,80.52429,15.276489
1769253450276,-1.0390625,-0.00390625,0.12597656,-8.972168,-8.544922,0.0,0.0,0.0,0.0,-18.347168,80.52429,15.276489
1769253450291,-1.0390625,-0.00390625,0.12597656,-8.972168,-8.544922,0.0,0.0,0.0,0.0,-19.67102,80.06287,14.007568
1769253450376,-1.1347656,-0.012207031,0.123535156,-7.6293945,-2.1362305,3.6621094,0.0,0.0,0.0,-19.67102,80.06287,14.007568
1769253450388,-1.1347656,-0.012207031,0.123535156,-7.6293945,-2.1362305,3.6621094,0.0,0.0,0.0,-17.858276,79.84863,15.754395
1769253450476,-0.9628906,-0.016601562,0.11230469,-5.92041,0.8544922,13.85498,0.0,0.0,0.0,-17.858276,79.84863,15.754395
1769253450488,-0.9628906,-0.016601562,0.11230469,-5.92041,0.8544922,13.85498,0.0,0.0,0.0,-13.255005,80.112305,19.731445
1769253450576,-0.92871094,-0.026367188,0.24365234,-7.2021484,-2.9296875,10.437012,0.0,0.0,0.0,-13.255005,80.112305,19.731445
1769253450587,-0.92871094,-0.026367188,0.24365234,-7.2021484,-2.9296875,10.437012,0.0,0.0,0.0,-6.833496,80.513306,26.114502
1769253450676,-0.88134766,-0.09667969,0.25146484,-13.183594,-7.507324,10.192871,0.0,0.0,0.0,-6.833496,80.513306,26.114502
1769253450687,-0.88134766,-0.09667969,0.25146484,-13.183594,-7.507324,10.192871,0.0,0.0,0.0,-1.2524414,79.77722,32.459106
1769253450775,-1.1137695,0.048828125,0.118652344,-22.644043,-8.7890625,11.901855,0.0,0.0,0.0,-1.2524414,79.77722,32.459106
1769253450786,-1.1137695,0.048828125,0.118652344,-22.644043,-8.7890625,11.901855,0.0,0.0,0.0,1.0217285,78.59619,36.029663
1769253450875,-0.93066406,-0.06689453,0.22509766,19.836426,7.3242188,0.061035156,0.0,0.0,0.0,1.0217285,78.59619,36.029663
1769253450886,-0.93066406,-0.06689453,0.22509766,19.836426,7.3242188,0.061035156,0.0,0.0,0.0,4.7735596,78.78296,38.57849
1769253450974,-0.9873047,-0.021972656,0.2524414,-10.375977,-13.061523,1.3427734,0.0,0.0,0.0,4.7735596,78.78296,38.57849
1769253450986,-0.9873047,-0.021972656,0.2524414,-10.375977,-13.061523,1.3427734,0.0,0.0,0.0,3.515625,78.392944,36.14502
1769253451074,-1.0087891,-0.0024414062,0.18847656,2.746582,0.5493164,1.0986328,0.0,0.0,0.0,3.515625,78.392944,36.14502
1769253451086,-1.0087891,-0.0024414062,0.18847656,2.746582,0.5493164,1.0986328,0.0,0.0,0.0,3.345337,77.65137,35.941772
1769253451174,-1.0380859,-0.009765625,0.15820312,-0.6713867,2.2583008,-0.061035156,0.0,0.0,0.0,3.345337,77.65137,35.941772
1769253451185,-1.0380859,-0.009765625,0.15820312,-0.6713867,2.2583008,-0.061035156,0.0,0.0,0.0,3.2684326,77.821655,35.06836
1769253451274,-1.0258789,-0.027832031,0.13720703,5.126953,16.357422,-5.79834,0.0,0.0,0.0,3.2684326,77.821655,35.06836
1769253451285,-1.0258789,-0.027832031,0.13720703,5.126953,16.357422,-5.79834,0.0,0.0,0.0,1.7523193,78.99719,32.382202
1769253451373,-1.0292969,-0.025878906,0.19726562,-2.2583008,19.592285,-4.333496,0.0,0.0,0.0,1.7523193,78.99719,32.382202
1769253451385,-1.0292969,-0.025878906,0.19726562,-2.2583008,19.592285,-4.333496,0.0,0.0,0.0,-1.7523193,81.205444,28.295288
1769253451473,-0.8979492,-0.036132812,0.15039062,-18.310547,5.493164,6.958008,0.0,0.0,0.0,-1.7523193,81.205444,28.295288
1769253451485,-0.8979492,-0.036132812,0.15039062,-18.310547,5.493164,6.958008,0.0,0.0,0.0,-1.0876465,82.11182,30.014648
1769253451573,-0.8642578,0.059570312,0.2919922,-5.493164,2.4414062,-3.90625,0.0,0.0,0.0,-1.0876465,82.11182,30.014648
1769253451584,-0.8642578,0.059570312,0.2919922,-5.493164,2.4414062,-3.90625,0.0,0.0,0.0,-2.6531982,82.53479,29.492798
1769253451673,-1.0009766,0.013183594,0.20605469,-18.432617,-10.437012,23.31543,0.0,0.0,0.0,-2.6531982,82.53479,29.492798
1769253451684,-1.0009766,0.013183594,0.20605469,-18.432617,-10.437012,23.31543,0.0,0.0,0.0,1.6864014,81.622925,34.66736
1769253451772,-0.91259766,0.045898438,0.16796875,-65.00244,-3.7841797,33.447266,0.0,0.0,0.0,1.6864014,81.622925,34.66736
1769253451784,-0.91259766,0.045898438,0.16796875,-65.00244,-3.7841797,33.447266,0.0,0.0,0.0,15.023804,80.875854,51.87195
1769253451872,-1.0546875,0.13916016,0.07128906,-66.65039,-2.9296875,36.68213,0.0,0.0,0.0,15.023804,80.875854,51.87195
