time,Gqw,Gqx,Gqy,Gqz,Lqw,Lqx,Lqy,Lqz,rx,ry,rz,lx,ly,lz,ax,ay,az,mx,my,mz,gx,gy,gz,temp
0.2002,0.099773,0.456717,0.796211,0.384061,0.999982,-0.00537,0.000633,0.00246,-0.010737,0.001292,0.004913,-0.00355,-0.001272,0.001666,0.907914,0.12322,0.350161,-7.980521,19.888237,23.56637,2.805415,-2.076591,-2.380652,6.964239
0.21021,0.099912,0.45662,0.796378,0.383793,0.99998,-0.005721,0.000624,0.002533,-0.011439,0.001277,0.005058,-0.002277,0.002354,-0.000323,0.910137,0.124153,0.353713,-7.980521,19.888237,23.56637,2.527154,-2.007148,-2.519782,7.289248
0.22022,0.100092,0.456515,0.796534,0.383549,0.999978,-0.006068,0.000569,0.002593,-0.012134,0.001169,0.00518,0.002617,0.004885,-0.002887,0.909211,0.12695,0.359509,-7.816526,19.712685,23.905277,2.109763,-2.215844,-2.658912,7.101743
0.23023,0.10032,0.456383,0.796688,0.383326,0.999976,-0.006423,0.000453,0.002658,-0.012843,0.00094,0.005311,0.003814,0.008358,-0.00132,0.912174,0.130865,0.361191,-7.816526,19.712685,23.905277,1.622807,-2.42454,-3.076304,7.076742
0.24024,0.100542,0.456207,0.796879,0.383082,0.999973,-0.00681,0.00034,0.002775,-0.013617,0.000718,0.005546,0.003927,0.01038,0.002982,0.915322,0.136086,0.359509,-7.734529,19.800461,23.905277,1.970633,-2.215844,-3.632826,7.214246
0.25025,0.100752,0.455987,0.797116,0.382793,0.999969,-0.007249,0.000244,0.002949,-0.014496,0.00053,0.005894,0.001817,0.011403,0.006059,0.91884,0.138883,0.356705,-7.734529,19.800461,23.905277,2.59672,-2.076714,-4.258913,7.176745
0.26026,0.100908,0.455759,0.797417,0.382397,0.999965,-0.007774,0.000243,0.003167,-0.015546,0.000535,0.006331,0.001759,0.011937,0.010396,0.921062,0.144104,0.353526,-8.226513,20.151569,23.56637,4.057589,-2.076714,-4.537173,7.151744
0.27027,0.10102,0.455539,0.797779,0.381874,0.999959,-0.008403,0.000345,0.003413,-0.016803,0.000747,0.006821,0.001738,0.008653,0.010973,0.91921,0.145595,0.350722,-8.226513,20.151569,23.56637,5.727154,-2.285409,-4.745869,7.039241
0.28028,0.101071,0.455325,0.798224,0.381185,0.999951,-0.009166,0.000581,0.003699,-0.018329,0.00123,0.007388,0.001493,0.005462,0.011636,0.917359,0.147087,0.347544,-8.144516,20.327122,23.990005,7.953241,-2.494105,-5.02413,7.01424
0.29029,0.101074,0.455117,0.798733,0.380365,0.999941,-0.010036,0.000924,0.004015,-0.020064,0.001929,0.008012,0.006189,0.006669,0.008301,0.915322,0.150443,0.352218,-8.144516,20.327122,23.990005,9.692371,-2.702801,-5.232826,7.01424
