time,Gqw,Gqx,Gqy,Gqz,Lqw,Lqx,Lqy,Lqz,rx,ry,rz,lx,ly,lz,ax,ay,az,mx,my,mz,gx,gy,gz,temp
0.82082,0.145182,0.45009,0.797441,0.37474,0.997733,-0.013222,-0.05664,-0.033854,-0.022698,-0.114167,-0.066539,-0.277387,-0.04141,0.053939,0.951431,0.171327,0.253323,-7.980521,13.656075,23.05801,-35.313202,-20.187994,-6.096089,7.314249
0.83083,0.148633,0.449632,0.795795,0.377426,0.997446,-0.012009,-0.060946,-0.035252,-0.019811,-0.122735,-0.069438,-0.284832,-0.060267,0.055208,0.940691,0.160699,0.237806,-7.980521,13.656075,23.05801,-49.852333,-18.309732,-5.817828,7.176745
0.84084,0.151823,0.449166,0.794514,0.379405,0.997174,-0.01139,-0.064698,-0.036444,-0.018156,-0.130228,-0.071877,-0.328309,-0.067544,0.096707,0.963283,0.16275,0.179479,-7.980521,13.392744,22.973284,-40.530594,-18.866255,-7.835219,7.301749
0.85085,0.154993,0.448828,0.793371,0.38091,0.996899,-0.011188,-0.068163,-0.037709,-0.01733,-0.137177,-0.074426,-0.334894,-0.048594,0.116314,0.984949,0.179531,0.168823,-7.980521,13.392744,22.973284,-35.313202,-21.440166,-8.113481,7.35175
0.86086,0.158562,0.448291,0.79181,0.383315,0.996552,-0.010294,-0.072462,-0.039071,-0.015015,-0.145744,-0.077275,-0.302941,-0.04193,0.031774,0.965505,0.137018,0.244349,-7.980521,13.656075,23.05801,-47.695812,-20.396688,-7.97435,7.501755
0.87087,0.162096,0.447709,0.790479,0.385259,0.996204,-0.009848,-0.076525,-0.040318,-0.013611,-0.153869,-0.07985,-0.25026,-0.0187,-0.005079,0.953468,0.146901,0.308098,-7.980521,13.656075,23.05801,-42.408855,-21.927124,-10.270002,7.401752
0.88088,0.16497,0.447496,0.789358,0.386581,0.995911,-0.00966,-0.079621,-0.041582,-0.012784,-0.160077,-0.082431,-0.224523,-0.025306,-0.023474,0.933284,0.145223,0.329971,-7.570534,13.041636,23.396917,-31.69581,-20.396688,-6.235219,7.326749
0.89089,0.167838,0.447234,0.788332,0.387742,0.995613,-0.00964,-0.082652,-0.042774,-0.012295,-0.166167,-0.084849,-0.194938,-0.018798,-0.023239,0.923655,0.163868,0.348292,-7.570534,13.041636,23.396917,-29.887115,-20.814079,-7.417828,7.401752
0.9009,0.170199,0.447298,0.787422,0.388487,0.995364,-0.009749,-0.084956,-0.044031,-0.012102,-0.170813,-0.087378,-0.188717,-0.024514,-0.048341,0.914581,0.145782,0.363061,-7.324542,12.953859,23.905277,-22.374071,-19.631472,-3.661307,7.114243
0.91091,0.172312,0.447282,0.78657,0.3893,0.99513,-0.009718,-0.087113,-0.0451,-0.011663,-0.175148,-0.089555,-0.21884,-0.043349,-0.026364,0.917729,0.139069,0.319689,-7.324542,12.953859,23.905277,-21.678419,-16.501036,-3.452611,7.501755
0.92092,0.173986,0.447362,0.785854,0.38991,0.99494,-0.009701,-0.088776,-0.046044,-0.011308,-0.178494,-0.091478,-0.23951,-0.047307,-0.004606,0.927914,0.142239,0.289404,-7.324542,12.953859,24.074732,-16.808855,-13.718428,-1.71348,7.326749
0.93093,0.175068,0.447616,0.785431,0.389987,0.994824,-0.009945,-0.089633,-0.046826,-0.01158,-0.180244,-0.093024,-0.242635,-0.051626,0.009015,0.927543,0.149325,0.275196,-7.324542,12.953859,24.074732,-7.347985,-11.283646,-0.043915,7.501755
0.94094,0.175581,0.447932,0.785202,0.389854,0.994771,-0.010173,-0.089896,-0.047382,-0.011915,-0.180799,-0.09411,-0.25235,-0.056582,0.024783,0.930136,0.154173,0.255753,-7.242545,13.041636,23.990005,-1.574072,-7.109732,1.62565,7.514255
0.95095,0.175688,0.448329,0.785118,0.38952,0.994766,-0.01043,-0.089697,-0.047809,-0.012375,-0.180429,-0.094928,-0.282938,-0.075124,0.045176,0.932728,0.146714,0.214438,-7.242545,13.041636,23.990005,3.086798,-4.535819,3.016954,7.35175
0.96096,0.175361,0.448914,0.785087,0.389055,0.994806,-0.010604,-0.089013,-0.048218,-0.012717,-0.17908,-0.095722,-0.308366,-0.095595,0.063288,0.930691,0.139442,0.177235,-7.488537,13.304967,23.820551,7.052015,-2.031471,6.077824,7.514255
0.97097,0.17474,0.44969,0.785016,0.38858,0.994871,-0.010626,-0.088019,-0.048693,-0.01277,-0.177095,-0.096677,-0.322223,-0.099109,0.069956,0.935876,0.134408,0.162466,-7.488537,13.304967,23.820551,8.860711,-0.361906,9.277824,7.439253
0.98098,0.173993,0.450605,0.7848,0.388291,0.994937,-0.010375,-0.086967,-0.049286,-0.012261,-0.174968,-0.097917,-0.327116,-0.099659,0.06031,0.937543,0.122288,0.165271,-7.242545,13.568298,23.990005,7.469407,0.820703,12.199563,7.364251
0.99099,0.173219,0.451598,0.784473,0.388145,0.994997,-0.009951,-0.085937,-0.04997,-0.011383,-0.172867,-0.099372,-0.347398,-0.093411,0.052974,0.953283,0.104761,0.160223,-7.242545,13.568298,23.990005,6.008537,1.238094,13.869128,7.66426
