DateTime,UnixTimestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Roll,Pitch,Yaw
2026-04-20 00:03:03.889,1776614583889,-0.83496094,0.51660156,0.1953125,-0.12207031,-1.159668,0.12207031,0.0,0.0,0.0,69.73572,56.052246,27.01538
2026-04-20 00:03:03.900,1776614583900,-0.83496094,0.51660156,0.1953125,-0.12207031,-1.159668,0.12207031,0.0,0.0,0.0,69.65332,56.02478,26.916504
2026-04-20 00:03:03.988,1776614583988,-0.83691406,0.5151367,0.19873047,-0.48828125,-0.6713867,0.48828125,0.0,0.0,0.0,69.65332,56.02478,26.916504
2026-04-20 00:03:04.000,1776614584000,-0.83691406,0.5151367,0.19873047,-0.48828125,-0.6713867,0.48828125,0.0,0.0,0.0,69.625854,55.99182,26.900024
2026-04-20 00:03:04.088,1776614584088,-0.8354492,0.5126953,0.19873047,-0.30517578,-0.061035156,0.24414062,0.0,0.0,0.0,69.625854,55.99182,26.900024
2026-04-20 00:03:04.100,1776614584100,-0.8354492,0.5126953,0.19873047,-0.30517578,-0.061035156,0.24414062,0.0,0.0,0.0,69.65881,55.980835,27.004395
2026-04-20 00:03:04.188,1776614584188,-0.8383789,0.515625,0.19482422,-0.30517578,0.36621094,0.4272461,0.0,0.0,0.0,69.65881,55.980835,27.004395
2026-04-20 00:03:04.199,1776614584199,-0.8383789,0.515625,0.19482422,-0.30517578,0.36621094,0.4272461,0.0,0.0,0.0,69.713745,56.002808,27.097778
2026-04-20 00:03:04.288,1776614584288,-0.8305664,0.5185547,0.20263672,-1.2207031,-0.061035156,0.6713867,0.0,0.0,0.0,69.713745,56.002808,27.097778
2026-04-20 00:03:04.299,1776614584299,-0.8305664,0.5185547,0.20263672,-1.2207031,-0.061035156,0.6713867,0.0,0.0,0.0,69.96094,56.019287,27.410889
2026-04-20 00:03:04.387,1776614584387,-0.8334961,0.51904297,0.19580078,-0.61035156,-0.18310547,0.24414062,0.0,0.0,0.0,69.96094,56.019287,27.410889
2026-04-20 00:03:04.399,1776614584399,-0.8334961,0.51904297,0.19580078,-0.61035156,-0.18310547,0.24414062,0.0,0.0,0.0,69.86755,55.99182,27.372437
2026-04-20 00:03:04.487,1776614584487,-0.8330078,0.51953125,0.20117188,-1.953125,-1.7089844,0.8544922,0.0,0.0,0.0,69.86755,55.99182,27.372437
2026-04-20 00:03:04.498,1776614584498,-0.8330078,0.51953125,0.20117188,-1.953125,-1.7089844,0.8544922,0.0,0.0,0.0,69.65332,55.931396,27.246094
2026-04-20 00:03:04.587,1776614584587,-0.83203125,0.51464844,0.20019531,-1.7089844,-1.3427734,0.6713867,0.0,0.0,0.0,69.65332,55.931396,27.246094
2026-04-20 00:03:04.599,1776614584599,-0.83203125,0.51464844,0.20019531,-1.7089844,-1.3427734,0.6713867,0.0,0.0,0.0,69.417114,55.843506,27.086792
2026-04-20 00:03:04.686,1776614584686,-0.8261719,0.51708984,0.2109375,-1.2207031,-0.9765625,0.91552734,0.0,0.0,0.0,69.417114,55.843506,27.086792
2026-04-20 00:03:04.698,1776614584698,-0.8261719,0.51708984,0.2109375,-1.2207031,-0.9765625,0.91552734,0.0,0.0,0.0,69.06006,55.722656,26.900024
2026-04-20 00:03:04.786,1776614584786,-0.8359375,0.5185547,0.20703125,-0.30517578,-0.9765625,0.48828125,0.0,0.0,0.0,69.06006,55.722656,26.900024
2026-04-20 00:03:04.798,1776614584798,-0.8359375,0.5185547,0.20703125,-0.30517578,-0.9765625,0.48828125,0.0,0.0,0.0,68.8678,55.629272,26.751709
2026-04-20 00:03:04.886,1776614584886,-0.8305664,0.5185547,0.2084961,0.0,-0.36621094,0.061035156,0.0,0.0,0.0,68.8678,55.629272,26.751709
2026-04-20 00:03:04.897,1776614584897,-0.8305664,0.5185547,0.2084961,0.0,-0.36621094,0.061035156,0.0,0.0,0.0,68.85132,55.618286,26.740723
2026-04-20 00:03:04.986,1776614584986,-0.8305664,0.51904297,0.21240234,0.0,-0.12207031,0.12207031,0.0,0.0,0.0,68.85132,55.618286,26.740723
2026-04-20 00:03:04.997,1776614584997,-0.8305664,0.51904297,0.21240234,0.0,-0.12207031,0.12207031,0.0,0.0,0.0,68.81287,55.618286,26.71875
2026-04-20 00:03:05.085,1776614585085,-0.8339844,0.51953125,0.20800781,0.12207031,-0.4272461,0.18310547,0.0,0.0,0.0,68.81287,55.618286,26.71875
2026-04-20 00:03:05.097,1776614585097,-0.8339844,0.51953125,0.20800781,0.12207031,-0.4272461,0.18310547,0.0,0.0,0.0,68.757935,55.59082,26.669312
2026-04-20 00:03:05.185,1776614585185,-0.8330078,0.51708984,0.20605469,-0.7324219,-1.159668,0.36621094,0.0,0.0,0.0,68.757935,55.59082,26.669312
2026-04-20 00:03:05.197,1776614585197,-0.8330078,0.51708984,0.20605469,-0.7324219,-1.159668,0.36621094,0.0,0.0,0.0,68.73047,55.568848,26.691284
2026-04-20 00:03:05.285,1776614585285,-0.82958984,0.52246094,0.21386719,-1.159668,-2.1972656,0.5493164,0.0,0.0,0.0,68.73047,55.568848,26.691284
2026-04-20 00:03:05.296,1776614585296,-0.82958984,0.52246094,0.21386719,-1.159668,-2.1972656,0.5493164,0.0,0.0,0.0,68.66455,55.563354,26.636353
2026-04-20 00:03:05.384,1776614585384,-0.8251953,0.5185547,0.22167969,0.48828125,0.7324219,0.18310547,0.0,0.0,0.0,68.66455,55.563354,26.636353
2026-04-20 00:03:05.396,1776614585396,-0.8251953,0.5185547,0.22167969,0.48828125,0.7324219,0.18310547,0.0,0.0,0.0,68.620605,55.53589,26.592407
2026-04-20 00:03:05.484,1776614585484,-0.8334961,0.5214844,0.20703125,0.18310547,-0.91552734,0.12207031,0.0,0.0,0.0,68.620605,55.53589,26.592407
2026-04-20 00:03:05.496,1776614585496,-0.8334961,0.5214844,0.20703125,0.18310547,-0.91552734,0.12207031,0.0,0.0,0.0,68.4668,55.497437,26.433105
2026-04-20 00:03:05.584,1776614585584,-0.8334961,0.5239258,0.22753906,2.4414062,-1.3427734,-1.4038086,0.0,0.0,0.0,68.4668,55.497437,26.433105
2026-04-20 00:03:05.595,1776614585595,-0.8334961,0.5239258,0.22753906,2.4414062,-1.3427734,-1.4038086,0.0,0.0,0.0,68.64258,55.55237,26.427612
2026-04-20 00:03:05.684,1776614585684,-0.84521484,0.51416016,0.19335938,3.2348633,3.1738281,-2.0751953,0.0,0.0,0.0,68.64258,55.55237,26.427612
2026-04-20 00:03:05.695,1776614585695,-0.84521484,0.51416016,0.19335938,3.2348633,3.1738281,-2.0751953,0.0,0.0,0.0,68.774414,55.72815,26.191406
2026-04-20 00:03:05.783,1776614585783,-0.83203125,0.51904297,0.19970703,-0.24414062,-0.48828125,-0.24414062,0.0,0.0,0.0,68.774414,55.72815,26.191406
2026-04-20 00:03:05.795,1776614585795,-0.83203125,0.51904297,0.19970703,-0.24414062,-0.48828125,-0.24414062,0.0,0.0,0.0,69.40613,55.964355,26.647339
