DateTime,UnixTimestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Roll,Pitch,Yaw
2026-04-20 00:33:27.765,1776616407765,-0.9848633,-0.13574219,0.11816406,-2.5024414,0.18310547,-0.36621094,0.0,0.0,0.0,-41.434937,78.80493,17.53418
2026-04-20 00:33:27.777,1776616407777,-0.9848633,-0.13574219,0.11816406,-2.5024414,0.18310547,-0.36621094,0.0,0.0,0.0,-41.654663,78.777466,17.50122
2026-04-20 00:33:27.865,1776616407865,-0.9692383,-0.10839844,0.15136719,0.24414062,1.8920898,-0.061035156,0.0,0.0,0.0,-41.654663,78.777466,17.50122
2026-04-20 00:33:27.877,1776616407877,-0.9692383,-0.10839844,0.15136719,0.24414062,1.8920898,-0.061035156,0.0,0.0,0.0,-42.802734,78.914795,16.501465
2026-04-20 00:33:27.965,1776616407965,-0.97314453,-0.12890625,0.1352539,4.333496,5.126953,-0.30517578,0.0,0.0,0.0,-42.802734,78.914795,16.501465
2026-04-20 00:33:27.976,1776616407976,-0.97314453,-0.12890625,0.1352539,4.333496,5.126953,-0.30517578,0.0,0.0,0.0,-43.121338,79.12903,15.803833
2026-04-20 00:33:28.065,1776616408065,-0.98339844,-0.12792969,0.14013672,1.3427734,0.0,0.7324219,0.0,0.0,0.0,-43.121338,79.12903,15.803833
2026-04-20 00:33:28.076,1776616408076,-0.98339844,-0.12792969,0.14013672,1.3427734,0.0,0.7324219,0.0,0.0,0.0,-43.599243,79.35974,14.842529
2026-04-20 00:33:28.165,1776616408165,-0.9760742,-0.12158203,0.14648438,1.8920898,0.0,-0.36621094,0.0,0.0,0.0,-43.599243,79.35974,14.842529
2026-04-20 00:33:28.176,1776616408176,-0.9760742,-0.12158203,0.14648438,1.8920898,0.0,-0.36621094,0.0,0.0,0.0,-43.450928,79.37622,14.628296
2026-04-20 00:33:28.264,1776616408264,-0.9765625,-0.1328125,0.12890625,0.5493164,-1.7700195,1.4038086,0.0,0.0,0.0,-43.450928,79.37622,14.628296
2026-04-20 00:33:28.276,1776616408276,-0.9765625,-0.1328125,0.12890625,0.5493164,-1.7700195,1.4038086,0.0,0.0,0.0,-42.544556,79.3103,15.216064
2026-04-20 00:33:28.364,1776616408364,-0.97998047,-0.12988281,0.13134766,0.9765625,-0.5493164,3.7231445,0.0,0.0,0.0,-42.544556,79.3103,15.216064
2026-04-20 00:33:28.375,1776616408375,-0.97998047,-0.12988281,0.13134766,0.9765625,-0.5493164,3.7231445,0.0,0.0,0.0,-40.995483,79.35425,16.73767
2026-04-20 00:33:28.464,1776616408464,-0.9951172,-0.119628906,0.12646484,-2.746582,-0.18310547,2.380371,0.0,0.0,0.0,-40.995483,79.35425,16.73767
2026-04-20 00:33:28.475,1776616408475,-0.9951172,-0.119628906,0.12646484,-2.746582,-0.18310547,2.380371,0.0,0.0,0.0,-39.232178,79.59595,18.808594
2026-04-20 00:33:28.563,1776616408563,-0.98535156,-0.10595703,0.14453125,4.9438477,4.0893555,-2.380371,0.0,0.0,0.0,-39.232178,79.59595,18.808594
2026-04-20 00:33:28.575,1776616408575,-0.98535156,-0.10595703,0.14453125,4.9438477,4.0893555,-2.380371,0.0,0.0,0.0,-40.52307,79.59595,17.42981
2026-04-20 00:33:28.663,1776616408663,-1.0058594,-0.10644531,0.109375,-0.7324219,0.8544922,1.5258789,0.0,0.0,0.0,-40.52307,79.59595,17.42981
2026-04-20 00:33:28.674,1776616408674,-1.0058594,-0.10644531,0.109375,-0.7324219,0.8544922,1.5258789,0.0,0.0,0.0,-41.27014,79.749756,16.594849
2026-04-20 00:33:28.763,1776616408763,-0.97509766,-0.114746094,0.14550781,-0.6713867,0.79345703,1.2817383,0.0,0.0,0.0,-41.27014,79.749756,16.594849
2026-04-20 00:33:28.774,1776616408774,-0.97509766,-0.114746094,0.14550781,-0.6713867,0.79345703,1.2817383,0.0,0.0,0.0,-40.891113,79.93652,17.248535
2026-04-20 00:33:28.862,1776616408862,-0.99121094,-0.10546875,0.12890625,-3.4179688,-0.7324219,1.3427734,0.0,0.0,0.0,-40.891113,79.93652,17.248535
2026-04-20 00:33:28.874,1776616408874,-0.99121094,-0.10546875,0.12890625,-3.4179688,-0.7324219,1.3427734,0.0,0.0,0.0,-40.808716,79.93103,17.336426
2026-04-20 00:33:28.962,1776616408962,-0.99609375,-0.11328125,0.115722656,1.0986328,-0.24414062,-0.79345703,0.0,0.0,0.0,-40.808716,79.93103,17.336426
2026-04-20 00:33:28.974,1776616408974,-0.99609375,-0.11328125,0.115722656,1.0986328,-0.24414062,-0.79345703,0.0,0.0,0.0,-40.237427,79.88159,18.028564
2026-04-20 00:33:29.062,1776616409062,-0.9819336,-0.10595703,0.1484375,-0.6713867,-2.0751953,0.4272461,0.0,0.0,0.0,-40.237427,79.88159,18.028564
2026-04-20 00:33:29.073,1776616409073,-0.9819336,-0.10595703,0.1484375,-0.6713867,-2.0751953,0.4272461,0.0,0.0,0.0,-40.27588,79.84863,17.913208
2026-04-20 00:33:29.162,1776616409162,-0.98046875,-0.122558594,0.13427734,-1.0375977,-1.0375977,1.7089844,0.0,0.0,0.0,-40.27588,79.84863,17.913208
2026-04-20 00:33:29.173,1776616409173,-0.98046875,-0.122558594,0.13427734,-1.0375977,-1.0375977,1.7089844,0.0,0.0,0.0,-39.09485,79.80469,19.160156
